time,value
6.279008998254486870e-03,6.406632039690455249e-01
6.279872092274865411e-03,7.230940143229293016e-01
6.280735186295243952e-03,6.338788950182490112e-01
6.281598280315622493e-03,7.241026722910218760e-01
6.282461374336001034e-03,5.754322404908815969e-01
6.283324468356379575e-03,6.189572596184410580e-01
6.284187562376758115e-03,5.615683429990279141e-01
6.285050656397136656e-03,6.809906652605636213e-01
6.285913750417515197e-03,7.799784580234015996e-01
6.286776844437894605e-03,5.734888394437733794e-01
6.287639938458273146e-03,5.365054976074542514e-01
6.288503032478651687e-03,7.778087416409487087e-01
6.289366126499030228e-03,7.099379694249089434e-01
6.290229220519408769e-03,6.110974397621028453e-01
6.291092314539787310e-03,8.428863151096553930e-01
6.291955408560165851e-03,7.814931519260744919e-01
6.292818502580544392e-03,6.659444974586630206e-01
6.293681596600922933e-03,5.843240726057342682e-01
6.294544690621301473e-03,5.176513771338163705e-01
6.295407784641680882e-03,6.759320639542956144e-01
6.296270878662059423e-03,5.793623869634791923e-01
6.297133972682437963e-03,7.490150204360429553e-01
6.297997066702816504e-03,6.474831419997034709e-01
6.298860160723195045e-03,7.995235274632246369e-01
6.299723254743573586e-03,6.325410495837011648e-01
6.300586348763952127e-03,6.913296250759397577e-01
6.301449442784330668e-03,5.419183956387093604e-01
6.302312536804709209e-03,7.486633719003173981e-01
6.303175630825087750e-03,6.199668880251244518e-01
6.304038724845466291e-03,6.805125176139978915e-01
6.304901818865845699e-03,6.672963872383607109e-01
6.305764912886224240e-03,4.069109813267077214e-01
6.306628006906602781e-03,6.306548778690184154e-01
6.307491100926981321e-03,6.174881832303213969e-01
6.308354194947359862e-03,7.001656372994276012e-01
6.309217288967738403e-03,9.012766895099039166e-01
6.310080382988116944e-03,6.709932386639954061e-01
6.310943477008495485e-03,7.010599527835360556e-01
6.311806571028874026e-03,7.434342535016481568e-01
6.312669665049252567e-03,5.156495356246498796e-01
6.313532759069631975e-03,6.685814233253422056e-01
6.314395853090010516e-03,7.233611439936972198e-01
6.315258947110389057e-03,6.275201155322912561e-01
6.316122041130767598e-03,6.648055482817937234e-01
6.316985135151146138e-03,9.438154009709873726e-01
6.317848229171524679e-03,7.576329366797445175e-01
6.318711323191903220e-03,7.152699869162681967e-01
6.319574417212281761e-03,5.370751091936449839e-01
6.320437511232660302e-03,7.293090267613633326e-01
6.321300605253038843e-03,7.202509976288463678e-01
6.322163699273417384e-03,7.146637784358172985e-01
6.323026793293796792e-03,4.471317805157926650e-01
6.323889887314175333e-03,7.641104775847349373e-01
6.324752981334553874e-03,5.799982206799133566e-01
6.325616075354932415e-03,7.777699094623853338e-01
6.326479169375310956e-03,7.632086216997607808e-01
6.327342263395689496e-03,6.522563617591333740e-01
6.328205357416068037e-03,6.710318101966914472e-01
6.329068451436446578e-03,6.194533215664573822e-01
6.329931545456825119e-03,4.851272964499475648e-01
6.330794639477203660e-03,6.289291092673915395e-01
6.331657733497583068e-03,7.297128133728756350e-01
6.332520827517961609e-03,7.270102887454906737e-01
6.333383921538340150e-03,6.882340696390041312e-01
6.334247015558718691e-03,8.804580869409402988e-01
6.335110109579097232e-03,6.947900619709516112e-01
6.335973203599475773e-03,7.849050157092254398e-01
6.336836297619854314e-03,6.069258960626007227e-01
6.337699391640232854e-03,8.575303642615998978e-01
6.338562485660611395e-03,6.797775015237776941e-01
6.339425579680989936e-03,6.867250761318732799e-01
6.340288673701369344e-03,6.442279383693906292e-01
6.341151767721747885e-03,7.381140208779235490e-01
6.342014861742126426e-03,6.958095057788796778e-01
6.342877955762504967e-03,7.391561109948474595e-01
6.343741049782883508e-03,6.649364179145438314e-01
6.344604143803262049e-03,6.695256956476696164e-01
6.345467237823640590e-03,8.666080479621306454e-01
6.346330331844019131e-03,6.239996947203730882e-01
6.347193425864397671e-03,5.774486213447878047e-01
6.348056519884776212e-03,5.757424043680897663e-01
6.348919613905154753e-03,7.055037895178143392e-01
6.349782707925534161e-03,7.238462984822606749e-01
6.350645801945912702e-03,6.523364329243768189e-01
6.351508895966291243e-03,6.195204548003070411e-01
6.352371989986669784e-03,8.897955762931282209e-01
6.353235084007048325e-03,7.772841602147584350e-01
6.354098178027426866e-03,8.079209346332332231e-01
6.354961272047805407e-03,5.885886310097787621e-01
6.355824366068183948e-03,8.980298625617963992e-01
6.356687460088562489e-03,6.614671249870558434e-01
6.357550554108941029e-03,8.182997845167139239e-01
6.358413648129320438e-03,7.729034238743437424e-01
6.359276742149698979e-03,7.107044693576611838e-01
6.360139836170077519e-03,6.764392399853308424e-01
6.361002930190456060e-03,5.786343231578824353e-01
6.361866024210834601e-03,7.362410476607267329e-01
6.362729118231213142e-03,9.636865828071529139e-01
6.363592212251591683e-03,7.629126225489304414e-01
6.364455306271970224e-03,6.346491504953623020e-01
6.365318400292348765e-03,6.550768277071130630e-01
6.366181494312727306e-03,7.596743576272048104e-01
6.367044588333105846e-03,6.165294866393644657e-01
6.367907682353485255e-03,8.746400883047384944e-01
6.368770776373863796e-03,6.613535693255708781e-01
6.369633870394242336e-03,6.963328395582876196e-01
6.370496964414620877e-03,5.141212803444614732e-01
6.371360058434999418e-03,4.912992322583145111e-01
6.372223152455377959e-03,6.354137525713210444e-01
6.373086246475756500e-03,7.926405407123866542e-01
6.373949340496135041e-03,9.273405646686047055e-01
6.374812434516513582e-03,6.703080788379061072e-01
6.375675528536892123e-03,6.263820815581189194e-01
6.376538622557271531e-03,7.048869354664359932e-01
6.377401716577650072e-03,7.809216514684691468e-01
6.378264810598028613e-03,7.559035913543868945e-01
6.379127904618407154e-03,7.909003572888448907e-01
6.379990998638785694e-03,7.756365559480833394e-01
6.380854092659164235e-03,6.191587030334522179e-01
6.381717186679542776e-03,6.833894301704072083e-01
6.382580280699921317e-03,5.153859786631430628e-01
6.383443374720299858e-03,6.689436280291782833e-01
6.384306468740678399e-03,6.179969429017102556e-01
6.385169562761056940e-03,6.851570730308669255e-01
6.386032656781436348e-03,6.703887074036800620e-01
6.386895750801814889e-03,6.860018942036876233e-01
6.387758844822193430e-03,8.125689806124760661e-01
6.388621938842571971e-03,7.557010701873156933e-01
6.389485032862950512e-03,6.134466185603010269e-01
6.390348126883329052e-03,7.084033421210524928e-01
6.391211220903707593e-03,5.963409501261955903e-01
6.392074314924086134e-03,7.565669478607051079e-01
6.392937408944464675e-03,6.852164117014217792e-01
6.393800502964843216e-03,6.720658274141709798e-01
6.394663596985222624e-03,7.167429686410193845e-01
6.395526691005601165e-03,8.612930503484361733e-01
6.396389785025979706e-03,4.485173156068019140e-01
6.397252879046358247e-03,7.198795924629720622e-01
6.398115973066736788e-03,7.390800043937892916e-01
6.398979067087115329e-03,6.442783864791381543e-01
6.399842161107493869e-03,6.893858465906189670e-01
6.400705255127872410e-03,5.287584568036155508e-01
6.401568349148250951e-03,5.786700186849375038e-01
6.402431443168629492e-03,5.727408569316492226e-01
6.403294537189008033e-03,4.850930455808981079e-01
6.404157631209387441e-03,8.056414467294454873e-01
6.405020725229765982e-03,6.636952899105115211e-01
6.405883819250144523e-03,6.773877578616402939e-01
6.406746913270523064e-03,6.381659003632469407e-01
6.407610007290901605e-03,8.031963641949265709e-01
6.408473101311280146e-03,6.075027607095844218e-01
6.409336195331658687e-03,6.558697458191474761e-01
6.410199289352037227e-03,7.625058424659248990e-01
6.411062383372415768e-03,7.003370140706224323e-01
6.411925477392794309e-03,4.606432166001831474e-01
6.412788571413173717e-03,6.669267711746017513e-01
6.413651665433552258e-03,6.007981294297024544e-01
6.414514759453930799e-03,6.900558387927756554e-01
6.415377853474309340e-03,7.536391689238856051e-01
6.416240947494687881e-03,6.404299662814867400e-01
6.417104041515066422e-03,6.203747765198225350e-01
6.417967135535444963e-03,7.396903107026548962e-01
6.418830229555823504e-03,6.711991618078979593e-01
6.419693323576202044e-03,7.470088290248377838e-01
6.420556417596580585e-03,6.926831963853810059e-01
6.421419511616959126e-03,8.380607238506172507e-01
6.422282605637338534e-03,7.345416040237879862e-01
6.423145699657717075e-03,6.869336338387344032e-01
6.424008793678095616e-03,6.358131152709033396e-01
6.424871887698474157e-03,7.435237435233369441e-01
6.425734981718852698e-03,7.767006918799211901e-01
6.426598075739231239e-03,6.657575308669804182e-01
6.427461169759609780e-03,7.509373931352412157e-01
6.428324263779988321e-03,6.424265639409164619e-01
6.429187357800366862e-03,5.405793679465809021e-01
6.430050451820745402e-03,6.075547321929219979e-01
6.430913545841124811e-03,5.420196266753580794e-01
6.431776639861503352e-03,7.251801629429819318e-01
6.432639733881881892e-03,8.473243164365881208e-01
6.433502827902260433e-03,5.653958671610334052e-01
6.434365921922638974e-03,6.880730598452525770e-01
6.435229015943017515e-03,7.550121877409967652e-01
6.436092109963396056e-03,8.033877836255546301e-01
6.436955203983774597e-03,5.562607047586685116e-01
6.437818298004153138e-03,7.625345263465980183e-01
6.438681392024531679e-03,7.486001444584531317e-01
6.439544486044910220e-03,7.277772449204034100e-01
6.440407580065289628e-03,7.216435247810617515e-01
6.441270674085668169e-03,5.978603155597513874e-01
6.442133768106046710e-03,6.705855403938667525e-01
6.442996862126425250e-03,5.670471986650780227e-01
6.443859956146803791e-03,7.557728998642202489e-01
6.444723050167182332e-03,5.971810482000849962e-01
6.445586144187560873e-03,8.184713233398231980e-01
6.446449238207939414e-03,4.811338880729512102e-01
6.447312332228317955e-03,6.172852978289162795e-01
6.448175426248696496e-03,6.247160902753218226e-01
6.449038520269075904e-03,6.142403683143079496e-01
6.449901614289454445e-03,6.577361301965297669e-01
6.450764708309832986e-03,7.075584662864090602e-01
6.451627802330211527e-03,7.923615816743309059e-01
6.452490896350590067e-03,3.979208866835640679e-01
6.453353990370968608e-03,7.839161551390306792e-01
6.454217084391347149e-03,6.308040887153335552e-01
6.455080178411725690e-03,9.109320709404219452e-01
6.455943272432104231e-03,7.359799451736457332e-01
6.456806366452482772e-03,8.288325089065176066e-01
6.457669460472861313e-03,8.103099543736662635e-01
6.458532554493240721e-03,4.907561110591642795e-01
6.459395648513619262e-03,6.279830854739604229e-01
6.460258742533997803e-03,6.512284352687432998e-01
6.461121836554376344e-03,5.378653444320917743e-01
6.461984930574754885e-03,6.601136739700897982e-01
6.462848024595133425e-03,8.990229927052946213e-01
6.463711118615511966e-03,6.667271351330255058e-01
6.464574212635890507e-03,7.935423107557098010e-01
6.465437306656269048e-03,6.151113807841057657e-01
6.466300400676647589e-03,8.919312192137998085e-01
6.467163494697026997e-03,7.279514635851038751e-01
6.468026588717405538e-03,8.628095461387479403e-01
6.468889682737784079e-03,6.426756385750221900e-01
6.469752776758162620e-03,6.432901254283811543e-01
6.470615870778541161e-03,4.036208310748071182e-01
6.471478964798919702e-03,7.505222777584275029e-01
6.472342058819298243e-03,7.619388539070032218e-01
6.473205152839676783e-03,4.812921701550816334e-01
6.474068246860055324e-03,7.954828883746141166e-01
6.474931340880433865e-03,8.306733849467640152e-01
6.475794434900812406e-03,5.241286717110131832e-01
6.476657528921191814e-03,7.177782169316280214e-01
6.477520622941570355e-03,5.107217179816796460e-01
6.478383716961948896e-03,6.837458736149002458e-01
6.479246810982327437e-03,7.675289280953554449e-01
6.480109905002705978e-03,7.691845819495208847e-01
6.480972999023084519e-03,7.245529370771308653e-01
6.481836093043463060e-03,6.692651039592892870e-01
6.482699187063841600e-03,6.289131143592208151e-01
6.483562281084220141e-03,5.793038501600386025e-01
6.484425375104598682e-03,5.931243537662458376e-01
6.485288469124978090e-03,6.952169465493676093e-01
6.486151563145356631e-03,5.962392599356047818e-01
6.487014657165735172e-03,6.984921517051345674e-01
6.487877751186113713e-03,5.940103546801418499e-01
6.488740845206492254e-03,7.654696594173637791e-01
6.489603939226870795e-03,5.349927038947740465e-01
6.490467033247249336e-03,6.996288264411815172e-01
6.491330127267627877e-03,5.740666296249716805e-01
6.492193221288006418e-03,7.549207315416311959e-01
6.493056315308384958e-03,8.062907706488725568e-01
6.493919409328763499e-03,8.310128616667994406e-01
6.494782503349142908e-03,6.879327033087297982e-01
6.495645597369521448e-03,7.257970563193937297e-01
6.496508691389899989e-03,6.449684741894268214e-01
6.497371785410278530e-03,4.141388920380387750e-01
6.498234879430657071e-03,8.103603750543966200e-01
6.499097973451035612e-03,8.195353897164965318e-01
6.499961067471414153e-03,7.429746601754513291e-01
6.500824161491792694e-03,9.266468327357733070e-01
6.501687255512171235e-03,7.170453058844200589e-01
6.502550349532549775e-03,5.974607136026255372e-01
6.503413443552929184e-03,6.696920230122093143e-01
6.504276537573307725e-03,7.559630200218963036e-01
6.505139631593686265e-03,7.109276813103782011e-01
6.506002725614064806e-03,6.532347978936177135e-01
6.506865819634443347e-03,8.334135192116814972e-01
6.507728913654821888e-03,7.175046987109934271e-01
6.508592007675200429e-03,6.398062731046907370e-01
6.509455101695578970e-03,6.573144049237205078e-01
6.510318195715957511e-03,6.532419278504140170e-01
6.511181289736336052e-03,7.702980158525376542e-01
6.512044383756714593e-03,5.633225300164069749e-01
6.512907477777094001e-03,4.975590915347659626e-01
6.513770571797472542e-03,6.734252186540505836e-01
6.514633665817851083e-03,6.401523889847776649e-01
6.515496759838229623e-03,6.616962237554082638e-01
6.516359853858608164e-03,7.836326751263270607e-01
6.517222947878986705e-03,6.640234282366117569e-01
6.518086041899365246e-03,7.177944515613489118e-01
6.518949135919743787e-03,6.427706097894304582e-01
6.519812229940122328e-03,7.408721040309530492e-01
6.520675323960500869e-03,7.328000480911880388e-01
6.521538417980880277e-03,7.821037576873142161e-01
6.522401512001258818e-03,4.531407531911939568e-01
6.523264606021637359e-03,5.326913046678113384e-01
6.524127700042015900e-03,6.907745418607766918e-01
6.524990794062394441e-03,7.720333955868694531e-01
6.525853888082772981e-03,8.518537817612442664e-01
6.526716982103151522e-03,7.077104709719810316e-01
6.527580076123530063e-03,7.134049408088606326e-01
6.528443170143908604e-03,6.408130659167877718e-01
6.529306264164287145e-03,6.791970384284246043e-01
6.530169358184665686e-03,6.580529579635765458e-01
6.531032452205045094e-03,7.917782230615026950e-01
6.531895546225423635e-03,6.966162012856483843e-01
6.532758640245802176e-03,6.620882315411933394e-01
6.533621734266180717e-03,5.954798789361859246e-01
6.534484828286559258e-03,7.255669466565370929e-01
6.535347922306937798e-03,7.441173701238958937e-01
6.536211016327316339e-03,7.817084272528832534e-01
6.537074110347694880e-03,6.717314565129165471e-01
6.537937204368073421e-03,7.012005315269592698e-01
6.538800298388451962e-03,6.992603613847903077e-01
6.539663392408831370e-03,7.673778332297083171e-01
6.540526486429209911e-03,6.440753793521799553e-01
6.541389580449588452e-03,8.082563170801108088e-01
6.542252674469966993e-03,7.426373297630461945e-01
6.543115768490345534e-03,7.314244186222559341e-01
6.543978862510724075e-03,6.945916114908032846e-01
6.544841956531102616e-03,7.636906184603828862e-01
6.545705050551481156e-03,8.216249862393423253e-01
6.546568144571859697e-03,5.744751410109272260e-01
6.547431238592238238e-03,5.449079899898010559e-01
6.548294332612616779e-03,6.496125952829761019e-01
6.549157426632996187e-03,7.782215518312715075e-01
6.550020520653374728e-03,7.225730043096395550e-01
6.550883614673753269e-03,7.591083657193503642e-01
6.551746708694131810e-03,6.950378640844985245e-01
6.552609802714510351e-03,5.118312091547114751e-01
6.553472896734888892e-03,5.662067382206603661e-01
6.554335990755267433e-03,1.008826478543337624e+00
6.555199084775645973e-03,6.660826241670021464e-01
6.556062178796024514e-03,6.837833152496158862e-01
6.556925272816403055e-03,7.640942276346662787e-01
6.557788366836782463e-03,4.270461409263735519e-01
6.558651460857161004e-03,6.275902109514988059e-01
6.559514554877539545e-03,6.102437446519184405e-01
6.560377648897918086e-03,8.797439912123889982e-01
6.561240742918296627e-03,8.527887447024833367e-01
6.562103836938675168e-03,7.312107321869498744e-01
6.562966930959053709e-03,6.464817309521841970e-01
6.563830024979432250e-03,9.429774499193276371e-01
6.564693118999810791e-03,7.002090537695042638e-01
6.565556213020189331e-03,5.797352778273167084e-01
6.566419307040567872e-03,7.400731782463455533e-01
6.567282401060947281e-03,8.119758331143095420e-01
6.568145495081325821e-03,8.540834041787593867e-01
6.569008589101704362e-03,7.639608594053917123e-01
6.569871683122082903e-03,6.320100479727023268e-01
6.570734777142461444e-03,7.607059958892059548e-01
6.571597871162839985e-03,6.568400958057983852e-01
6.572460965183218526e-03,5.629763322370703316e-01
6.573324059203597067e-03,6.295168344345468681e-01
6.574187153223975608e-03,8.161229693499812976e-01
6.575050247244354149e-03,7.495310888081094802e-01
6.575913341264733557e-03,8.122115263175284650e-01
6.576776435285112098e-03,6.842155813263915975e-01
6.577639529305490639e-03,6.207512393828603647e-01
6.578502623325869179e-03,6.259509363759475642e-01
6.579365717346247720e-03,5.778057542556247483e-01
6.580228811366626261e-03,6.911348114427676714e-01
6.581091905387004802e-03,7.172537802964150666e-01
6.581954999407383343e-03,6.352192509294927181e-01
6.582818093427761884e-03,8.428420260385046658e-01
6.583681187448140425e-03,8.905809514821756423e-01
6.584544281468518966e-03,8.184970272503563349e-01
6.585407375488898374e-03,8.031555931082867694e-01
6.586270469509276915e-03,7.296934682967812780e-01
6.587133563529655456e-03,6.843229304984073114e-01
6.587996657550033996e-03,6.509881620536531743e-01
6.588859751570412537e-03,7.128879526589151361e-01
6.589722845590791078e-03,7.776124948170785034e-01
6.590585939611169619e-03,5.354291069932198832e-01
6.591449033631548160e-03,7.565074164525799061e-01
6.592312127651926701e-03,6.877798287629659502e-01
6.593175221672305242e-03,5.797994196495830366e-01
6.594038315692684650e-03,7.072159248012027666e-01
6.594901409713063191e-03,6.035345484924473647e-01
6.595764503733441732e-03,6.005122956294121073e-01
6.596627597753820273e-03,6.842077093995823089e-01
6.597490691774198814e-03,7.913741060121182169e-01
6.598353785794577354e-03,7.780490821361971676e-01
6.599216879814955895e-03,4.771934231249175262e-01
6.600079973835334436e-03,6.071896480420311271e-01
6.600943067855712977e-03,6.209290529288914451e-01
6.601806161876091518e-03,5.658122568550231213e-01
6.602669255896470059e-03,7.951010830461149315e-01
6.603532349916849467e-03,4.483720791358103419e-01
6.604395443937228008e-03,7.359566605290849273e-01
6.605258537957606549e-03,5.689300945843426272e-01
6.606121631977985090e-03,6.641566971349189830e-01
6.606984725998363631e-03,6.154918837261480480e-01
6.607847820018742171e-03,6.460242391338516521e-01
6.608710914039120712e-03,6.665651906723637499e-01
6.609574008059499253e-03,4.542683338183387542e-01
6.610437102079877794e-03,5.315391350982430207e-01
6.611300196100256335e-03,6.243605805530305641e-01
6.612163290120635743e-03,4.788833632342767155e-01
6.613026384141014284e-03,7.473475341325543919e-01
6.613889478161392825e-03,7.064955454231147680e-01
6.614752572181771366e-03,6.867788638813013824e-01
6.615615666202149907e-03,8.509044725035456169e-01
6.616478760222528448e-03,6.355434566179314348e-01
6.617341854242906989e-03,6.648752711186876052e-01
6.618204948263285529e-03,7.785761849871455365e-01
6.619068042283664070e-03,7.479438813309642331e-01
6.619931136304042611e-03,5.526097950717907548e-01
6.620794230324421152e-03,6.130272697680387850e-01
6.621657324344800560e-03,4.274198052277400350e-01
6.622520418365179101e-03,8.306849890078441545e-01
6.623383512385557642e-03,6.857611172295032809e-01
6.624246606405936183e-03,7.362468971916125149e-01
6.625109700426314724e-03,7.040667196589016630e-01
6.625972794446693265e-03,6.506265736342441430e-01
6.626835888467071806e-03,5.495043040482117114e-01
6.627698982487450347e-03,5.149407961796713673e-01
6.628562076507828887e-03,7.591680540529314181e-01
6.629425170528207428e-03,5.428363397071085394e-01
6.630288264548586837e-03,5.654914664232744137e-01
6.631151358568965377e-03,6.448515482194098203e-01
6.632014452589343918e-03,5.820461520373723108e-01
6.632877546609722459e-03,7.817033807326616568e-01
6.633740640630101000e-03,7.254051001448784675e-01
6.634603734650479541e-03,6.183349543356372324e-01
6.635466828670858082e-03,9.667336486970983245e-01
6.636329922691236623e-03,5.763881149527521064e-01
6.637193016711615164e-03,8.308417809276900101e-01
6.638056110731993704e-03,7.406500386870167318e-01
6.638919204752372245e-03,6.469079399328188096e-01
6.639782298772751654e-03,8.103830056024026174e-01
6.640645392793130194e-03,8.270861216893561352e-01
6.641508486813508735e-03,7.151422367773557776e-01
6.642371580833887276e-03,5.369612564543575495e-01
6.643234674854265817e-03,6.610601017895050280e-01
6.644097768874644358e-03,8.198868609393615836e-01
6.644960862895022899e-03,6.239278476314108479e-01
6.645823956915401440e-03,6.238336665696596617e-01
6.646687050935779981e-03,6.730492731234855031e-01
6.647550144956158522e-03,8.594987041073849365e-01
6.648413238976537930e-03,6.471620758923252170e-01
6.649276332996916471e-03,5.478090748103647822e-01
6.650139427017295012e-03,7.204873245639872303e-01
6.651002521037673552e-03,7.755970764874193790e-01
6.651865615058052093e-03,6.864729567920710984e-01
6.652728709078430634e-03,7.326328148838102683e-01
6.653591803098809175e-03,7.056900086641326730e-01
6.654454897119187716e-03,6.023095888559301114e-01
6.655317991139566257e-03,5.187870643303428286e-01
6.656181085159944798e-03,7.680472334593418937e-01
6.657044179180323339e-03,7.824280427094932877e-01
6.657907273200702747e-03,7.134290337651979508e-01
6.658770367221081288e-03,7.066359013902571151e-01
6.659633461241459829e-03,7.469983988757344928e-01
6.660496555261838370e-03,7.153388661616056909e-01
6.661359649282216910e-03,6.060038571559469567e-01
6.662222743302595451e-03,6.994114794813560687e-01
6.663085837322973992e-03,7.038236890897894282e-01
6.663948931343352533e-03,6.963069453449386437e-01
6.664812025363731074e-03,7.148798700212403157e-01
6.665675119384109615e-03,6.476598131814204073e-01
6.666538213404489023e-03,7.253478262563672896e-01
6.667401307424867564e-03,7.573993008001570493e-01
6.668264401445246105e-03,6.417941345895317173e-01
6.669127495465624646e-03,5.887794898513358799e-01
6.669990589486003187e-03,5.801079806542406292e-01
6.670853683506381727e-03,5.829711841712522657e-01
6.671716777526760268e-03,7.199962116517626409e-01
6.672579871547138809e-03,6.053902608335510749e-01
6.673442965567517350e-03,7.065396022810566112e-01
6.674306059587895891e-03,6.414018884991469216e-01
6.675169153608275299e-03,5.781911617635069334e-01
6.676032247628653840e-03,5.380952258088143036e-01
6.676895341649032381e-03,6.596183291690771444e-01
6.677758435669410922e-03,5.367244187904299801e-01
6.678621529689789463e-03,7.146274729468999887e-01
6.679484623710168004e-03,6.632276238309052774e-01
6.680347717730546545e-03,7.729267301256813605e-01
6.681210811750925085e-03,5.957208906170405882e-01
6.682073905771303626e-03,7.863466837200696613e-01
6.682936999791682167e-03,6.758810561866743782e-01
6.683800093812060708e-03,7.249247998861377829e-01
6.684663187832440116e-03,6.619070980198420440e-01
6.685526281852818657e-03,6.913904037219018583e-01
6.686389375873197198e-03,6.259204983026447344e-01
6.687252469893575739e-03,5.548862480500841299e-01
6.688115563913954280e-03,6.111557219590723067e-01
6.688978657934332821e-03,7.845904143933535302e-01
6.689841751954711362e-03,7.357269634267792346e-01
6.690704845975089902e-03,5.534686959166608133e-01
6.691567939995468443e-03,6.781797338434567557e-01
6.692431034015846984e-03,8.963923673394690317e-01
6.693294128036226392e-03,5.632656079044466857e-01
6.694157222056604933e-03,6.512120121984555920e-01
6.695020316076983474e-03,6.885507874474778856e-01
6.695883410097362015e-03,6.035308598744565378e-01
6.696746504117740556e-03,5.363590920467546930e-01
6.697609598138119097e-03,7.776940236006054663e-01
6.698472692158497638e-03,6.624048830975347579e-01
6.699335786178876179e-03,6.024153629903923335e-01
6.700198880199254720e-03,6.495668265614189529e-01
6.701061974219633260e-03,6.402583027247116254e-01
6.701925068240011801e-03,4.897745905181292159e-01
6.702788162260391210e-03,7.030650211839534203e-01
6.703651256280769750e-03,7.334650183305887472e-01
6.704514350301148291e-03,6.767842764537580491e-01
6.705377444321526832e-03,7.450623234396538397e-01
6.706240538341905373e-03,7.369018785325748278e-01
6.707103632362283914e-03,8.935202152639161177e-01
6.707966726382662455e-03,7.244838953866618025e-01
6.708829820403040996e-03,8.724143570448019691e-01
6.709692914423419537e-03,7.034186090172286354e-01
6.710556008443798078e-03,5.960115558673078073e-01
6.711419102464177486e-03,5.912496088246534942e-01
6.712282196484556027e-03,7.953569116760874635e-01
6.713145290504934568e-03,5.832960322749154436e-01
6.714008384525313108e-03,6.092484368644781600e-01
6.714871478545691649e-03,6.661228383994433067e-01
6.715734572566070190e-03,7.440791937813593382e-01
6.716597666586448731e-03,7.528379038554324776e-01
6.717460760606827272e-03,6.970910414497916152e-01
6.718323854627205813e-03,6.376604108739561960e-01
6.719186948647584354e-03,6.694341396758398677e-01
6.720050042667962895e-03,5.412960173705229083e-01
6.720913136688342303e-03,7.089439428509238805e-01
6.721776230708720844e-03,6.585349197874567073e-01
6.722639324729099385e-03,6.915820329850267401e-01
6.723502418749477925e-03,5.604798844815503944e-01
6.724365512769856466e-03,7.120223114351691418e-01
6.725228606790235007e-03,7.742466452104304064e-01
6.726091700810613548e-03,4.595692710013136173e-01
6.726954794830992089e-03,7.023401863219073116e-01
6.727817888851370630e-03,7.272721908404546909e-01
6.728680982871749171e-03,6.931079124641729150e-01
6.729544076892128579e-03,5.924866290370476296e-01
6.730407170912507120e-03,6.433290188024967104e-01
6.731270264932885661e-03,6.547178257750363439e-01
6.732133358953264202e-03,5.431083155449988320e-01
6.732996452973642743e-03,6.836073975485459364e-01
6.733859546994021283e-03,6.058564477612138344e-01
6.734722641014399824e-03,1.006011677692978168e+00
6.735585735034778365e-03,7.825144292711284644e-01
6.736448829055156906e-03,6.429627613968318389e-01
6.737311923075535447e-03,7.257820064282231032e-01
6.738175017095913988e-03,7.585629976725621892e-01
6.739038111116293396e-03,5.058014789712348414e-01
6.739901205136671937e-03,5.411264430783885304e-01
6.740764299157050478e-03,6.326398826136155895e-01
6.741627393177429019e-03,6.810245981509084334e-01
6.742490487197807560e-03,5.420162985855300208e-01
6.743353581218186100e-03,7.048180049499008781e-01
6.744216675238564641e-03,5.358861664148352189e-01
6.745079769258943182e-03,6.780409904951796296e-01
6.745942863279321723e-03,6.406733172718099834e-01
6.746805957299700264e-03,6.795781693683634606e-01
6.747669051320079672e-03,5.246317137528981878e-01
6.748532145340458213e-03,7.365222133028390683e-01
6.749395239360836754e-03,7.532804796801486624e-01
6.750258333381215295e-03,5.372755539522329205e-01
6.751121427401593836e-03,4.389330997289402347e-01
6.751984521421972377e-03,8.634964032712209026e-01
6.752847615442350918e-03,6.602439638818580203e-01
6.753710709462729458e-03,6.208571493720842494e-01
6.754573803483107999e-03,5.744531865339881360e-01
6.755436897503486540e-03,5.661523217294490706e-01
6.756299991523865081e-03,8.123112191078252220e-01
6.757163085544244489e-03,7.745589020451849604e-01
6.758026179564623030e-03,6.730874471788268476e-01
6.758889273585001571e-03,7.387721218978391402e-01
6.759752367605380112e-03,7.053894976982958420e-01
6.760615461625758653e-03,6.371069706112738595e-01
6.761478555646137194e-03,5.240117176613060535e-01
6.762341649666515735e-03,6.061821395263942147e-01
6.763204743686894276e-03,5.478137363580254382e-01
6.764067837707272816e-03,7.719249610110050508e-01
6.764930931727651357e-03,6.607297382158593413e-01
6.765794025748030766e-03,7.178718364310641142e-01
6.766657119768409306e-03,6.273281333842064544e-01
6.767520213788787847e-03,8.823457024554263173e-01
6.768383307809166388e-03,7.200893181303730239e-01
6.769246401829544929e-03,6.910159878787628385e-01
6.770109495849923470e-03,7.704182164815250866e-01
6.770972589870302011e-03,7.948990173355052757e-01
6.771835683890680552e-03,7.457504153232630273e-01
6.772698777911059093e-03,4.945936160059486997e-01
6.773561871931437633e-03,7.277576563148827615e-01
6.774424965951816174e-03,6.107353412173102125e-01
6.775288059972195583e-03,7.954347361399510818e-01
6.776151153992574123e-03,6.501602144395852712e-01
6.777014248012952664e-03,7.115094033954587616e-01
6.777877342033331205e-03,7.372398423900149433e-01
6.778740436053709746e-03,6.860420943613085853e-01
6.779603530074088287e-03,7.027924992479186450e-01
6.780466624094466828e-03,7.574659181156898624e-01
6.781329718114845369e-03,6.440219183807611714e-01
